# Results for initial sigma = 0.04, eta_c = 0.05, eta_sigma = 0.05, "mean" method

# Neuron center positionsNeuron sizes
0.05	0.009		0.03859184940216428
0.05	0.007		0.03825861105882576
0.049	0.012		0.03873082489287548
0.046	0.011		0.03884999345150658
0.047	0.012		0.03811498777607535
0.04	0.012		0.038165991827152024
0.045	0.009		0.03852142483454658
0.041	0.012		0.038199039216184956
0.044	0.011		0.03809717471129915
0.044	0.006		0.03839789411885105
0.049	0.01		0.03811285134944572
0.042	0.006		0.03773146425188896
0.049	0.007		0.03759591368341938
0.043	0.008		0.037436213316458945
0.05	0.012		0.03711692343026516
0.045	0.006		0.03714488411861806
0.047	0.011		0.03782146494144104
0.049	0.005		0.03751785649721856
0.041	0.008		0.03759610976431524
0.047	0.009		0.03715238632744264
0.044	0.006		0.03705467678445532
0.047	0.008		0.03667300286740596
0.05	0.012		0.03712669039831933
0.042	0.01		0.03683943032613785
0.048	0.007		0.03716993902594762
0.045	0.012		0.03715151967217197
0.049	0.007		0.036710354283207805
0.041	0.006		0.037191836805317444
0.049	0.006		0.03664355714259433
0.05	0.012		0.03726123095898009
0.042	0.008		0.03663790038102127
0.048	0.01		0.037166593550169644
0.043	0.007		0.0369512603347808
0.048	0.006		0.03702308920512223
0.05	0.009		0.037090545804260876
0.046	0.011		0.03686839901343927
0.042	0.009		0.03700163572503586
0.05	0.011		0.036644723084898544
0.043	0.01		0.036571390230415064
0.045	0.006		0.03628609111251455
0.048	0.01		0.036550775352716204
0.045	0.009		0.03688464949799125
0.05	0.009		0.036505652831753534
0.04	0.01		0.03636281870274123
0.043	0.012		0.036868235898636484
0.045	0.009		0.03650526897075901
0.05	0.008		0.03655105057262865
0.051	0.01		0.036845680824943675
0.042	0.011		0.03633459888792697
0.043	0.006		0.036282478107326224
0.047	0.01		0.036370357685561114
0.045	0.006		0.036543952270633964
0.046	0.01		0.03615997962239934
0.041	0.007		0.03657708611587055
0.047	0.008		0.036588838879174315
0.049	0.007		0.03620249859990873
0.04	0.011		0.035960627426071146
0.043	0.008		0.036478455455599086
0.047	0.006		0.03607227508148893
0.043	0.011		0.036427915574008825
0.048	0.013		0.03627902444974179
0.042	0.013		0.03612664866851386
0.05	0.011		0.0360780663177745
0.044	0.011		0.03562098566112867
0.047	0.008		0.035749405757164884
0.046	0.008		0.035797387737119366
0.041	0.007		0.035818259742177075
0.049	0.012		0.03579886126708406
0.044	0.008		0.0363625397473513
0.902	0.188		0.037314237140509174
0.041	0.009		0.03604447484878172
0.048	0.009		0.0363547997331527
0.042	0.006		0.03556147783878758
0.045	0.009		0.0360026931318324
0.047	0.009		0.03585954699221041
0.047	0.011		0.03600387385476733
0.049	0.007		0.03536419730452807
0.044	0.01		0.036069873537997996
0.047	0.012		0.03577680915826166
0.044	0.009		0.036151225653873145
0.043	0.011		0.0358155731720338
0.048	0.01		0.03598943231824502
0.043	0.007		0.036131095718630005
0.041	0.006		0.035776541448119925
0.048	0.006		0.03608145440761856
0.05	0.01		0.03571770490927823
0.05	0.009		0.03583161061120277
0.047	0.009		0.036026308793481086
0.049	0.008		0.03565013385591544
0.047	0.009		0.03609076170208549
0.041	0.01		0.03564577195604732
0.046	0.012		0.035975432757020066
0.043	0.012		0.03568074711296649
0.042	0.006		0.03604316287690459
0.045	0.012		0.035474165604934216
0.04	0.011		0.03543413209908188
0.05	0.006		0.03536246578694571
0.044	0.013		0.03567748527510944
0.049	0.011		0.03585532578103104
0.044	0.007		0.0357582043917743
0.042	0.006		0.035641294575796914
0.045	0.007		0.035496294865323144
0.924	0.166		0.03681976029195495
0.045	0.008		0.035591601885834795
0.805	0.143		0.03681976029195495
0.049	0.006		0.03555776488763859
0.043	0.009		0.03573282593661343
0.047	0.012		0.035124089615480046
0.048	0.013		0.03552543564963075
0.042	0.011		0.03539654628052504
0.048	0.009		0.03539784697134713
0.972	0.236		0.03672138233262305
0.044	0.009		0.03512288994185756
0.042	0.007		0.03551050357341565
0.046	0.008		0.03515932679062819
0.811	0.236		0.03666450114217693
0.045	0.006		0.03524721322506008
0.043	0.011		0.035137231871474536
0.046	0.013		0.03571399949491138
0.044	0.007		0.03521840411975412
0.044	0.012		0.0352878735854515
0.048	0.008		0.035300325093443524
0.047	0.007		0.03543615901078779
0.045	0.005		0.035093228158309786
0.043	0.008		0.03560002587959715
0.999	0.106		0.03660130583568913
0.047	0.012		0.035450274551576996
0.046	0.011		0.03532531767647633
0.049	0.006		0.035198277045018794
0.045	0.011		0.034999895099128105
0.046	0.006		0.03522508322683371
0.045	0.008		0.03510092919778957
0.05	0.008		0.0351699164096329
0.991	0.176		0.03653811887284835
0.91	0.101		0.03652627165873857
0.048	0.008		0.03529133412906637
0.048	0.012		0.03516169835497309
0.043	0.006		0.035139582602505944
0.83	0.132		0.03646926875706254
0.886	0.127		0.03646926875706253
0.042	0.012		0.03536717808448845
0.041	0.005		0.03488649066052067
0.046	0.007		0.03522199086935609
0.84	0.205		0.036452743911094904
0.952	0.167		0.036426262215018934
0.047	0.012		0.03526921355661617
0.049	0.011		0.03511333258176939
0.822	0.155		0.03637406204787711
0.046	0.012		0.035239687022692937
0.805	0.197		0.03637406204787711
0.044	0.011		0.035442429463179694
0.925	0.185		0.03635829555955321
0.044	0.009		0.035140573505329176
0.043	0.007		0.03489720413754368
0.974	0.201		0.03634941234086646
0.047	0.011		0.035402197221637746
0.903	0.21		0.036273492654560625
0.901	0.247		0.03627349265456063
0.842	0.1		0.036273492654560625
0.807	0.115		0.03626768089302271
0.005	0.046		0.03518365727725416
0.005	0.047		0.034910319616233566
0.006	0.046		0.03499138882752504
0.005	0.043		0.03528408182534423
0.004	0.045		0.035073439928507276
0.005	0.045		0.03514891385363963
0.004	0.041		0.03518325466384155
0.005	0.047		0.034885849024390646
0.005	0.042		0.03523613189878422
0.003	0.044		0.03474982841595909
0.007	0.044		0.03462055057927519
0.005	0.042		0.03507448143201059
0.003	0.047		0.035055362198849783
0.003	0.043		0.03521796698435943
0.005	0.041		0.034604230801875524
0.006	0.045		0.035234788152315295
0.008	0.042		0.035246642414619105
0.005	0.041		0.034831998937537495
0.005	0.045		0.034600528132587474
0.005	0.047		0.035099409455909926
0.004	0.042		0.035201979562061204
0.004	0.045		0.0350545522483555
0.006	0.043		0.03460590716852711
0.006	0.041		0.0347027248650551
0.008	0.047		0.03462999162768301
