Results for initial sigma = 0.3, eta_c = 0.05, eta_sigma = 0.05, "mean" method

Neuron center positions					Neuron sizes
0.039	0.033	0.012	0.017	0.011	0.013	0.01		0.3126195121250976
0.026	0.029	0.003	0.012	0.041	0.015	0.037		0.3082617226530898
0.013	0.006	0.046	0.033	0.029	0.008	0.004		0.3115427244262059
0.02	0.049	0.039	0.012	0.046	0.016	0.039		0.3107606209254699
0.046	0.043	0.04	0.047	0.028	0.017	0.047		0.3094291335852655
0.013	0.031	0.009	0.006	0.006	0.003	0.003		0.30778155738321655
0.653	0.834	0.759	0.987	0.974	0.906	0.855		0.30267388000605105
0.039	0.043	0.007	0.018	0.046	0.007	0.029		0.3152309228093302
0.904	0.255	0.798	0.26	0.729	0.415	0.316		0.30267388000605105
0.018	0.02	0.002	0.034	0.04	0.005	0.029		0.31121461639208214
0.039	0.038	0.01	0.042	0.006	0.039	0.032		0.3155429965803599
0.046	0.045	0.05	0.009	0.009	0.037	0.045		0.3175052209621742
0.029	0.025	0.049	0.048	0.023	0.007	0.014		0.3142267428489291
0.021	0.022	0.013	0.018	0.035	0.016	0.025		0.31899713767443494
0.015	0.001	0.014	0.03	0.012	0.045	0.038		0.316091138050326
0.046	0.011	0.002	0.046	0.014	0.018	0.04		0.31975407520406907
0.045	0.032	0.02	0.028	0.002	0.023	0.019		0.31729720969549663
0.011	0.046	0.008	0.008	0.02	0.026	0.037		0.31909796317323297
0.206	0.349	0.968	0.016	0.945	0.398	0.484		0.30481453139655523
0.009	0.015	0.014	0.022	0.035	0.028	0.024		0.30932576694715175
0.174	0.02	0.548	0.732	0.038	0.549	0.194		0.30481453139655523
0.029	0.03	0.02	0.048	0.011	0.025	0.01		0.30956542197947495
0.018	0.01	0.036	0.014	0.005	0.036	0.01		0.3172431679766664
0.035	0.047	0.044	0.031	0.043	0.026	0.022		0.31155548611960837
0.011	0.035	0.009	0.007	0.009	0.0	0.016		0.31637192550342413
0.028	0.032	0.048	0.011	0.044	0.034	0.037		0.31127594294804434
0.007	0.013	0.017	0.024	0.022	0.038	0.024		0.317768056793394
0.954	0.233	0.718	0.42	0.605	0.029	0.946		0.305636222613506
0.034	0.039	0.015	0.039	0.007	0.041	0.046		0.3198062853371483
0.158	0.294	0.373	0.439	0.254	0.168	0.716		0.30623889875315685
0.045	0.007	0.013	0.024	0.023	0.04	0.045		0.31949852678749413
0.709	0.501	0.161	0.959	0.419	0.404	0.197		0.3062388987531569
0.956	0.659	0.083	0.172	0.187	0.693	0.077		0.30736881240643915
0.032	0.023	0.014	0.028	0.022	0.007	0.017		0.3139552462374953
0.012	0.005	0.001	0.041	0.011	0.05	0.024		0.31134943926282393
0.02	0.014	0.026	0.026	0.037	0.009	0.043		0.3203840404487339
0.005	0.039	0.042	0.037	0.049	0.034	0.011		0.3146715960159124
0.02	0.007	0.008	0.013	0.042	0.027	0.026		0.32051072646115747
0.017	0.046	0.012	0.022	0.045	0.038	0.022		0.3065950899712676
0.014	0.039	0.0	0.022	0.018	0.02	0.03		0.32080245919301587
0.021	0.044	0.04	0.032	0.032	0.024	0.021		0.31875753273560503
0.353	0.036	0.016	0.92	0.442	0.074	0.035		0.308542401353998
0.772	0.652	0.046	0.155	0.588	0.588	0.755		0.3097354932812773
0.012	0.025	0.038	0.032	0.014	0.043	0.004		0.32411730560212054
0.035	0.024	0.007	0.031	0.036	0.042	0.028		0.30958030423743066
0.584	0.122	0.826	0.404	0.194	0.865	0.798		0.3105667515062592
0.66	0.433	0.267	0.518	0.877	0.457	0.984		0.3114255750932405
0.741	0.087	0.186	0.126	0.368	0.5	0.973		0.3116261949567568
0.43	0.621	0.978	0.572	0.564	0.525	0.66		0.31162619495675686
0.032	0.032	0.033	0.018	0.014	0.009	0.009		0.3160446792070176
0.879	0.138	0.08	0.347	0.733	0.334	0.009		0.31162619495675686
0.033	0.027	0.023	0.027	0.047	0.03	0.015		0.32381434024192796
0.022	0.122	0.524	0.492	0.965	0.029	0.809		0.31182978207742945
0.73	0.039	0.777	0.749	0.999	0.613	0.725		0.3120939403427118
0.571	0.902	0.494	0.23	0.524	0.15	0.592		0.3123158766050174
0.13	0.159	0.121	0.249	0.326	0.694	0.336		0.31239621268229484
0.773	0.354	1.0	0.168	0.123	0.223	0.477		0.31239621268229484
0.692	0.802	0.067	0.787	0.561	0.969	0.561		0.3123962126822948
0.318	0.721	0.637	0.246	0.608	0.845	0.073		0.31263965346944095
0.081	0.084	0.699	0.802	0.506	0.398	0.698		0.3126396534694409
0.635	0.864	0.272	0.722	0.119	0.113	0.623		0.3126396534694409
0.501	0.181	0.714	0.574	0.215	0.054	0.178		0.31263965346944084
0.829	0.542	0.65	0.243	0.181	0.884	0.271		0.31263965346944084
